"var", "th", "t0mean", "t0min", "t0max", "tamean", "tamin", "tamax", "c500", "c20", "c1", "t0tadist"
1, 1, 77.6, 41, 240, 91.9125, 61, 248, 400, 0, 0, 73
1, 2, 132.57, 42, 524, 158.6325, 61, 566, 400, 2, 0, 562
1, 3, 267.445282968, 41, 895, 310.5720920185, 61, 913, 385, 6, 0, 694
1, 4, 412.500311482, 43, 955, 463.764567759, 62, 970, 289, 9, 0, 695
1, 5, 474.071489726, 43, 934, 511.741780822, 63, 954, 153, 9, 0, 885
1, 6, 543.818181818, 80, 931, 592.880742913, 99, 961, 64, 5, 0, 880
1, 7, 592.026737968, 79, 931, 658.786096257, 101, 954, 28, 2, 0, 880
1, 8, 390.75, 97, 679, 435.9583333335, 117, 854, 7, 0, 0, 175
1, 9, 145.25, 1000, 0, 155.25, 1000, 0, 2, 0, 0, 20
1, 10, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 11, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 12, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 13, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 14, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 15, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 16, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 17, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 18, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 19, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 20, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 21, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 22, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 23, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 24, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 25, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 26, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 27, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 28, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 29, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 30, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 31, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 32, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 33, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 34, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 35, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 36, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 37, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 38, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 39, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 40, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 41, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 42, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 43, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 44, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 45, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 46, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 47, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 48, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 49, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 50, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 51, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 52, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 53, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 54, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 55, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 56, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 57, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 58, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 59, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 60, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 61, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 62, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 63, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 64, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 65, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 66, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 67, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 68, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 69, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 70, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 71, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 72, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 73, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 74, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 75, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 76, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 77, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 78, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 79, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 80, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 81, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 82, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 83, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 84, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 85, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 86, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 87, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 88, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 89, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 90, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 91, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 92, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 93, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 94, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 95, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 96, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 97, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 98, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 99, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
1, 100, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 1, 68.995, 41, 182, 83.2275, 61, 201, 400, 0, 0, 150
2, 2, 132.3125, 41, 592, 156.045, 61, 592, 400, 1, 1, 289
2, 3, 263.055448718, 41, 911, 304.008934295, 61, 941, 387, 14, 2, 675
2, 4, 373.7278283795, 41, 909, 424.4633509105, 61, 928, 289, 12, 1, 886
2, 5, 421.1895446325, 46, 909, 463.8765411805, 72, 928, 156, 7, 1, 781
2, 6, 466.9634724855, 65, 884, 495.3059772295, 84, 908, 65, 4, 0, 198
2, 7, 533.199579832, 72, 884, 561.012605042, 95, 908, 31, 5, 0, 198
2, 8, 578.725, 247, 884, 597.9125, 267, 908, 13, 1, 0, 24
2, 9, 599.25, 625, 625, 617.625, 644, 644, 5, 0, 0, 21
2, 10, 148, 1000, 0, 156.25, 1000, 0, 2, 0, 0, 17
2, 11, 148, 1000, 0, 156.25, 1000, 0, 2, 0, 0, 17
2, 12, 148, 1000, 0, 157.75, 1000, 0, 2, 0, 0, 20
2, 13, 22, 1000, 0, 31.5, 1000, 0, 1, 0, 0, 19
2, 14, 22, 1000, 0, 31.5, 1000, 0, 1, 0, 0, 19
2, 15, 22, 1000, 0, 32, 1000, 0, 1, 0, 0, 20
2, 16, 22, 1000, 0, 32, 1000, 0, 1, 0, 0, 20
2, 17, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 18, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 19, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 20, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 21, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 22, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 23, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 24, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 25, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 26, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 27, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 28, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 29, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 30, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 31, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 32, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 33, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 34, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 35, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 36, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 37, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 38, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 39, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 40, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 41, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 42, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 43, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 44, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 45, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 46, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 47, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 48, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 49, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 50, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 51, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 52, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 53, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 54, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 55, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 56, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 57, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 58, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 59, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 60, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 61, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 62, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 63, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 64, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 65, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 66, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 67, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 68, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 69, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 70, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 71, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 72, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 73, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 74, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 75, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 76, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 77, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 78, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 79, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 80, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 81, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 82, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 83, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 84, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 85, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 86, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 87, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 88, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 89, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 90, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 91, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 92, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 93, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 94, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 95, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 96, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 97, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 98, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 99, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
2, 100, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 1, 71.5925, 41, 191, 85.9425, 61, 210, 400, 0, 0, 69
3, 2, 134.4175, 41, 498, 158.9025, 61, 516, 400, 4, 0, 343
3, 3, 274.620800628, 41, 940, 318.307456829, 61, 963, 391, 20, 3, 555
3, 4, 396.7030475, 59, 918, 459.3161446, 76, 955, 300, 16, 2, 832
3, 5, 441.91104119, 44, 940, 517.9053203665, 96, 957, 168, 12, 1, 832
3, 6, 453.574750831, 44, 915, 524.3898117385, 98, 962, 85, 3, 0, 832
3, 7, 493.4705882355, 73, 909, 547.4705882355, 103, 909, 34, 0, 0, 557
3, 8, 457.125, 73, 657, 485.6011904765, 103, 679, 19, 0, 0, 66
3, 9, 398.375, 105, 607, 425.375, 113, 622, 6, 0, 0, 67
3, 10, 359.5, 607, 112, 368, 624, 112, 2, 0, 0, 17
3, 11, 417, 1000, 0, 430.5, 1000, 0, 1, 0, 0, 27
3, 12, 417, 1000, 0, 430.5, 1000, 0, 1, 0, 0, 27
3, 13, 417, 1000, 0, 430.5, 1000, 0, 1, 0, 0, 27
3, 14, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 15, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 16, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 17, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 18, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 19, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 20, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 21, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 22, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 23, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 24, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 25, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 26, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 27, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 28, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 29, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 30, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 31, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 32, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 33, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 34, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 35, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 36, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 37, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 38, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 39, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 40, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 41, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 42, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 43, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 44, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 45, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 46, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 47, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 48, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 49, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 50, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 51, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 52, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 53, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 54, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 55, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 56, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 57, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 58, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 59, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 60, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 61, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 62, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 63, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 64, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 65, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 66, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 67, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 68, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 69, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 70, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 71, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 72, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 73, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 74, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 75, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 76, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 77, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 78, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 79, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 80, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 81, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 82, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 83, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 84, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 85, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 86, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 87, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 88, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 89, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 90, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 91, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 92, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 93, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 94, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 95, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 96, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 97, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 98, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 99, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
3, 100, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 1, 73.845, 41, 206, 88.1875, 61, 214, 400, 0, 0, 51
4, 2, 136.7, 41, 521, 163.7175, 61, 562, 400, 2, 0, 453
4, 3, 272.9532957445, 41, 872, 314.936246476, 61, 893, 386, 12, 1, 732
4, 4, 379.1164645685, 41, 918, 439.649273306, 62, 938, 305, 16, 3, 837
4, 5, 459.580274379, 45, 950, 505.7693733775, 66, 970, 180, 13, 1, 453
4, 6, 494.8095238095, 76, 918, 540.023809524, 104, 938, 84, 6, 1, 381
4, 7, 477.676470588, 70, 772, 516, 125, 788, 34, 3, 1, 196
4, 8, 593.7, 452, 772, 630.7, 472, 788, 16, 1, 0, 150
4, 9, 571.55, 533, 754, 590.45, 551, 773, 7, 0, 0, 31
4, 10, 478.75, 647, 257, 510, 713, 277, 3, 0, 0, 66
4, 11, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 12, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 13, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 14, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 15, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 16, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 17, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 18, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 19, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 20, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 21, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 22, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 23, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 24, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 25, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 26, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 27, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 28, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 29, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 30, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 31, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 32, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 33, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 34, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 35, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 36, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 37, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 38, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 39, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 40, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 41, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 42, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 43, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 44, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 45, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 46, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 47, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 48, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 49, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 50, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 51, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 52, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 53, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 54, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 55, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 56, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 57, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 58, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 59, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 60, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 61, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 62, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 63, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 64, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 65, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 66, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 67, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 68, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 69, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 70, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
4, 71, 0, 1000, 0, 0, 1000, 0, 0, 0, 0, 0
